"Var1","Var2","Freq"
"Netzorg Family Papers, late 1880s-2012","Native",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Native",0
"Owen A. Tomlinson papers, 1899-1920","Native",0
"Philip A. Hart Papers","Native",0
"Richard Nims papers, 1880s-1990s","Native",0
"Richard Schneidewind papers, 1899-1914","Native",0
"Robert D. Aldrich Collection","Native",0
"Sligh Family Papers","Native",0
"Stanley M. Swinton papers, 1935-1985","Native",0
"the Albert Kahn Associates records, 1825-2014","Native",0
"the Barbara Bassett McIver papers","Native",0
"the Edward Nicholas and Dollie Ann Cole papers","Native",0
"the Grant Kohn Goodman research files","Native",0
"the Harold Dunbar Corbusier papers, 1883-1979","Native",0
"Theodore H. Hubbell Papers","Native",0
"Thomas Francis Papers","Native",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Native",0
"Walker Lee Cisler Papers","Native",0
"Walter W. Marquardt Papers, 1896-1952","Native",0
"Wilfred B. Shaw Papers","Native",0
"Wright family papers, 1825-1938","Native",0
"WUOM Records, 1914-1982","Native",0
"American Citizens for Justice records","non-Christian",0
"Arthur H. Vandenberg Papers, 1884-1974","non-Christian",0
"Arthur J. Lacy Papers","non-Christian",0
"Blanchard Family Papers, ca. 1835-ca. 2000","non-Christian",0
"Charles A. Sink Papers, 1900-1996","non-Christian",0
"Charles W. Lane papers, 1935-1997","non-Christian",0
"Chase S. Osborn Papers","non-Christian",0
"David Wheeler Palmer and family papers, 1807-1982","non-Christian",0
"Dean C. Worcester Papers","non-Christian",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","non-Christian",0
"Department of History (University of Michigan) Senior Honors Theses","non-Christian",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","non-Christian",0
"Donald Maxwell Matthews photographs, 1924-1982","non-Christian",0
"Earl D. Babst papers, 1899-1967","non-Christian",0
"Edmond DeVine papers","non-Christian",0
"Edward Gajec Papers","non-Christian",0
"Eleanor M. Bumgardner papers, 1919-1967","non-Christian",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","non-Christian",0
"Eugene Gressman papers, 1935-1967","non-Christian",0
"Frank Murphy Papers, 1908-1949","non-Christian",0
"Frank R. Kennedy Papers","non-Christian",0
"Fred E. Benz motion picture collection, 1929-1950","non-Christian",0
"George A. Malcolm papers, 1896-1965","non-Christian",0
"George E. Bushnell papers, 1921-1965","non-Christian",0
"George Owen Squier Papers, 1883-1934","non-Christian",0
"Grant Kohn Goodman papers, 1943-1995","non-Christian",0
"Harry Burns Hutchins papers","non-Christian",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","non-Christian",0
"Hinsdale family papers, 1857-1963","non-Christian",0
"Hubbell Family Papers, 1859-1983","non-Christian",0
"Interlochen Center for The Arts Records, 1927-2005","non-Christian",0
"Irene Ellis Murphy papers, 1917-1984","non-Christian",0
"Ivan F. Duff papers, 1947-1994","non-Christian",0
"Jacob Ellsworth Reighard Papers","non-Christian",0
"James J. Blanchard Papers, 1982-2002","non-Christian",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","non-Christian",0
"John C. Early Papers","non-Christian",2
"John D. Dingell Papers","non-Christian",0
"Joseph Beal Steere Papers","non-Christian",0
"Joseph Ralston Hayden Papers","non-Christian",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","non-Christian",0
"Josephine Fellows Gomon papers, 1913-1975","non-Christian",0
"Junius E. Beal Papers","non-Christian",0
"Luce Philippine Project interviews, 1975-1980","non-Christian",0
"Manuel Luis Quezon papers, 1909-1944","non-Christian",0
"Marion L. Burton Papers","non-Christian",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","non-Christian",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","non-Christian",0
"Myron E. Wegman Papers, 1939-2004","non-Christian",0
"Netzorg Family Papers, late 1880s-2012","non-Christian",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","non-Christian",0
"Owen A. Tomlinson papers, 1899-1920","non-Christian",0
"Philip A. Hart Papers","non-Christian",0
"Richard Nims papers, 1880s-1990s","non-Christian",0
"Richard Schneidewind papers, 1899-1914","non-Christian",0
"Robert D. Aldrich Collection","non-Christian",0
"Sligh Family Papers","non-Christian",0
"Stanley M. Swinton papers, 1935-1985","non-Christian",0
"the Albert Kahn Associates records, 1825-2014","non-Christian",0
"the Barbara Bassett McIver papers","non-Christian",0
"the Edward Nicholas and Dollie Ann Cole papers","non-Christian",0
"the Grant Kohn Goodman research files","non-Christian",0
"the Harold Dunbar Corbusier papers, 1883-1979","non-Christian",0
"Theodore H. Hubbell Papers","non-Christian",0
"Thomas Francis Papers","non-Christian",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","non-Christian",0
"Walker Lee Cisler Papers","non-Christian",0
"Walter W. Marquardt Papers, 1896-1952","non-Christian",0
"Wilfred B. Shaw Papers","non-Christian",0
"Wright family papers, 1825-1938","non-Christian",0
"WUOM Records, 1914-1982","non-Christian",0
"American Citizens for Justice records","plantations",0
"Arthur H. Vandenberg Papers, 1884-1974","plantations",0
"Arthur J. Lacy Papers","plantations",0
"Blanchard Family Papers, ca. 1835-ca. 2000","plantations",0
"Charles A. Sink Papers, 1900-1996","plantations",0
"Charles W. Lane papers, 1935-1997","plantations",0
"Chase S. Osborn Papers","plantations",0
"David Wheeler Palmer and family papers, 1807-1982","plantations",0
"Dean C. Worcester Papers","plantations",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","plantations",0
"Department of History (University of Michigan) Senior Honors Theses","plantations",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","plantations",0
"Donald Maxwell Matthews photographs, 1924-1982","plantations",1
"Earl D. Babst papers, 1899-1967","plantations",0
"Edmond DeVine papers","plantations",0
"Edward Gajec Papers","plantations",0
"Eleanor M. Bumgardner papers, 1919-1967","plantations",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","plantations",0
"Eugene Gressman papers, 1935-1967","plantations",0
"Frank Murphy Papers, 1908-1949","plantations",0
"Frank R. Kennedy Papers","plantations",0
"Fred E. Benz motion picture collection, 1929-1950","plantations",0
"George A. Malcolm papers, 1896-1965","plantations",0
"George E. Bushnell papers, 1921-1965","plantations",0
"George Owen Squier Papers, 1883-1934","plantations",0
"Grant Kohn Goodman papers, 1943-1995","plantations",0
"Harry Burns Hutchins papers","plantations",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","plantations",0
"Hinsdale family papers, 1857-1963","plantations",0
"Hubbell Family Papers, 1859-1983","plantations",0
"Interlochen Center for The Arts Records, 1927-2005","plantations",0
"Irene Ellis Murphy papers, 1917-1984","plantations",0
"Ivan F. Duff papers, 1947-1994","plantations",0
"Jacob Ellsworth Reighard Papers","plantations",0
"James J. Blanchard Papers, 1982-2002","plantations",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","plantations",0
"John C. Early Papers","plantations",0
"John D. Dingell Papers","plantations",0
"Joseph Beal Steere Papers","plantations",0
"Joseph Ralston Hayden Papers","plantations",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","plantations",0
"Josephine Fellows Gomon papers, 1913-1975","plantations",0
"Junius E. Beal Papers","plantations",0
"Luce Philippine Project interviews, 1975-1980","plantations",0
"Manuel Luis Quezon papers, 1909-1944","plantations",0
"Marion L. Burton Papers","plantations",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","plantations",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","plantations",0
"Myron E. Wegman Papers, 1939-2004","plantations",0
"Netzorg Family Papers, late 1880s-2012","plantations",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","plantations",0
"Owen A. Tomlinson papers, 1899-1920","plantations",0
"Philip A. Hart Papers","plantations",0
"Richard Nims papers, 1880s-1990s","plantations",0
"Richard Schneidewind papers, 1899-1914","plantations",0
"Robert D. Aldrich Collection","plantations",0
"Sligh Family Papers","plantations",0
"Stanley M. Swinton papers, 1935-1985","plantations",0
"the Albert Kahn Associates records, 1825-2014","plantations",0
"the Barbara Bassett McIver papers","plantations",0
"the Edward Nicholas and Dollie Ann Cole papers","plantations",0
"the Grant Kohn Goodman research files","plantations",0
"the Harold Dunbar Corbusier papers, 1883-1979","plantations",0
"Theodore H. Hubbell Papers","plantations",0
"Thomas Francis Papers","plantations",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","plantations",0
"Walker Lee Cisler Papers","plantations",0
"Walter W. Marquardt Papers, 1896-1952","plantations",0
"Wilfred B. Shaw Papers","plantations",0
"Wright family papers, 1825-1938","plantations",0
"WUOM Records, 1914-1982","plantations",0
"American Citizens for Justice records","race",1
"Arthur H. Vandenberg Papers, 1884-1974","race",0
"Arthur J. Lacy Papers","race",0
"Blanchard Family Papers, ca. 1835-ca. 2000","race",0
"Charles A. Sink Papers, 1900-1996","race",0
"Charles W. Lane papers, 1935-1997","race",0
"Chase S. Osborn Papers","race",0
"David Wheeler Palmer and family papers, 1807-1982","race",0
"Dean C. Worcester Papers","race",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","race",1
"Department of History (University of Michigan) Senior Honors Theses","race",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","race",0
"Donald Maxwell Matthews photographs, 1924-1982","race",0
"Earl D. Babst papers, 1899-1967","race",0
"Edmond DeVine papers","race",0
"Edward Gajec Papers","race",0
"Eleanor M. Bumgardner papers, 1919-1967","race",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","race",0
"Eugene Gressman papers, 1935-1967","race",0
"Frank Murphy Papers, 1908-1949","race",0
"Frank R. Kennedy Papers","race",0
"Fred E. Benz motion picture collection, 1929-1950","race",0
"George A. Malcolm papers, 1896-1965","race",0
"George E. Bushnell papers, 1921-1965","race",0
"George Owen Squier Papers, 1883-1934","race",0
"Grant Kohn Goodman papers, 1943-1995","race",0
"Harry Burns Hutchins papers","race",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","race",0
"Hinsdale family papers, 1857-1963","race",0
"Hubbell Family Papers, 1859-1983","race",0
"Interlochen Center for The Arts Records, 1927-2005","race",0
"Irene Ellis Murphy papers, 1917-1984","race",0
"Ivan F. Duff papers, 1947-1994","race",0
"Jacob Ellsworth Reighard Papers","race",0
"James J. Blanchard Papers, 1982-2002","race",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","race",0
"John C. Early Papers","race",0
"John D. Dingell Papers","race",0
"Joseph Beal Steere Papers","race",0
"Joseph Ralston Hayden Papers","race",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","race",0
"Josephine Fellows Gomon papers, 1913-1975","race",0
"Junius E. Beal Papers","race",0
"Luce Philippine Project interviews, 1975-1980","race",0
"Manuel Luis Quezon papers, 1909-1944","race",0
"Marion L. Burton Papers","race",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","race",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","race",0
"Myron E. Wegman Papers, 1939-2004","race",0
"Netzorg Family Papers, late 1880s-2012","race",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","race",0
"Owen A. Tomlinson papers, 1899-1920","race",0
"Philip A. Hart Papers","race",0
"Richard Nims papers, 1880s-1990s","race",0
"Richard Schneidewind papers, 1899-1914","race",0
"Robert D. Aldrich Collection","race",0
"Sligh Family Papers","race",0
"Stanley M. Swinton papers, 1935-1985","race",0
"the Albert Kahn Associates records, 1825-2014","race",0
"the Barbara Bassett McIver papers","race",0
"the Edward Nicholas and Dollie Ann Cole papers","race",0
"the Grant Kohn Goodman research files","race",0
"the Harold Dunbar Corbusier papers, 1883-1979","race",0
"Theodore H. Hubbell Papers","race",0
"Thomas Francis Papers","race",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","race",0
"Walker Lee Cisler Papers","race",0
"Walter W. Marquardt Papers, 1896-1952","race",0
"Wilfred B. Shaw Papers","race",0
"Wright family papers, 1825-1938","race",0
"WUOM Records, 1914-1982","race",0
"American Citizens for Justice records","Race",0
"Arthur H. Vandenberg Papers, 1884-1974","Race",0
"Arthur J. Lacy Papers","Race",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Race",0
"Charles A. Sink Papers, 1900-1996","Race",0
"Charles W. Lane papers, 1935-1997","Race",0
"Chase S. Osborn Papers","Race",0
"David Wheeler Palmer and family papers, 1807-1982","Race",0
"Dean C. Worcester Papers","Race",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Race",0
"Department of History (University of Michigan) Senior Honors Theses","Race",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Race",0
"Donald Maxwell Matthews photographs, 1924-1982","Race",0
"Earl D. Babst papers, 1899-1967","Race",0
"Edmond DeVine papers","Race",0
"Edward Gajec Papers","Race",0
"Eleanor M. Bumgardner papers, 1919-1967","Race",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Race",1
"Eugene Gressman papers, 1935-1967","Race",0
"Frank Murphy Papers, 1908-1949","Race",0
"Frank R. Kennedy Papers","Race",0
"Fred E. Benz motion picture collection, 1929-1950","Race",0
"George A. Malcolm papers, 1896-1965","Race",0
"George E. Bushnell papers, 1921-1965","Race",0
"George Owen Squier Papers, 1883-1934","Race",0
"Grant Kohn Goodman papers, 1943-1995","Race",0
"Harry Burns Hutchins papers","Race",1
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Race",0
"Hinsdale family papers, 1857-1963","Race",0
"Hubbell Family Papers, 1859-1983","Race",0
"Interlochen Center for The Arts Records, 1927-2005","Race",0
"Irene Ellis Murphy papers, 1917-1984","Race",0
"Ivan F. Duff papers, 1947-1994","Race",0
"Jacob Ellsworth Reighard Papers","Race",1
"James J. Blanchard Papers, 1982-2002","Race",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Race",0
"John C. Early Papers","Race",0
"John D. Dingell Papers","Race",0
"Joseph Beal Steere Papers","Race",0
"Joseph Ralston Hayden Papers","Race",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Race",0
"Josephine Fellows Gomon papers, 1913-1975","Race",0
"Junius E. Beal Papers","Race",0
"Luce Philippine Project interviews, 1975-1980","Race",0
"Manuel Luis Quezon papers, 1909-1944","Race",0
"Marion L. Burton Papers","Race",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Race",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Race",0
"Myron E. Wegman Papers, 1939-2004","Race",0
"Netzorg Family Papers, late 1880s-2012","Race",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Race",0
"Owen A. Tomlinson papers, 1899-1920","Race",0
"Philip A. Hart Papers","Race",0
"Richard Nims papers, 1880s-1990s","Race",0
"Richard Schneidewind papers, 1899-1914","Race",0
"Robert D. Aldrich Collection","Race",0
"Sligh Family Papers","Race",0
"Stanley M. Swinton papers, 1935-1985","Race",0
"the Albert Kahn Associates records, 1825-2014","Race",0
"the Barbara Bassett McIver papers","Race",0
"the Edward Nicholas and Dollie Ann Cole papers","Race",0
"the Grant Kohn Goodman research files","Race",0
"the Harold Dunbar Corbusier papers, 1883-1979","Race",0
"Theodore H. Hubbell Papers","Race",0
"Thomas Francis Papers","Race",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Race",0
"Walker Lee Cisler Papers","Race",0
"Walter W. Marquardt Papers, 1896-1952","Race",0
"Wilfred B. Shaw Papers","Race",0
"Wright family papers, 1825-1938","Race",0
"WUOM Records, 1914-1982","Race",0
"American Citizens for Justice records","remains",0
"Arthur H. Vandenberg Papers, 1884-1974","remains",0
"Arthur J. Lacy Papers","remains",0
"Blanchard Family Papers, ca. 1835-ca. 2000","remains",0
"Charles A. Sink Papers, 1900-1996","remains",0
"Charles W. Lane papers, 1935-1997","remains",0
"Chase S. Osborn Papers","remains",0
"David Wheeler Palmer and family papers, 1807-1982","remains",0
"Dean C. Worcester Papers","remains",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","remains",0
"Department of History (University of Michigan) Senior Honors Theses","remains",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","remains",0
"Donald Maxwell Matthews photographs, 1924-1982","remains",0
"Earl D. Babst papers, 1899-1967","remains",0
"Edmond DeVine papers","remains",0
"Edward Gajec Papers","remains",0
"Eleanor M. Bumgardner papers, 1919-1967","remains",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","remains",0
"Eugene Gressman papers, 1935-1967","remains",0
"Frank Murphy Papers, 1908-1949","remains",0
"Frank R. Kennedy Papers","remains",0
"Fred E. Benz motion picture collection, 1929-1950","remains",0
"George A. Malcolm papers, 1896-1965","remains",0
"George E. Bushnell papers, 1921-1965","remains",0
"George Owen Squier Papers, 1883-1934","remains",0
"Grant Kohn Goodman papers, 1943-1995","remains",0
"Harry Burns Hutchins papers","remains",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","remains",0
"Hinsdale family papers, 1857-1963","remains",0
"Hubbell Family Papers, 1859-1983","remains",0
"Interlochen Center for The Arts Records, 1927-2005","remains",0
"Irene Ellis Murphy papers, 1917-1984","remains",0
"Ivan F. Duff papers, 1947-1994","remains",0
"Jacob Ellsworth Reighard Papers","remains",0
"James J. Blanchard Papers, 1982-2002","remains",1
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","remains",0
"John C. Early Papers","remains",0
"John D. Dingell Papers","remains",0
"Joseph Beal Steere Papers","remains",0
"Joseph Ralston Hayden Papers","remains",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","remains",0
"Josephine Fellows Gomon papers, 1913-1975","remains",0
"Junius E. Beal Papers","remains",0
"Luce Philippine Project interviews, 1975-1980","remains",0
"Manuel Luis Quezon papers, 1909-1944","remains",0
"Marion L. Burton Papers","remains",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","remains",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","remains",0
"Myron E. Wegman Papers, 1939-2004","remains",0
"Netzorg Family Papers, late 1880s-2012","remains",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","remains",0
"Owen A. Tomlinson papers, 1899-1920","remains",0
"Philip A. Hart Papers","remains",0
"Richard Nims papers, 1880s-1990s","remains",0
"Richard Schneidewind papers, 1899-1914","remains",0
"Robert D. Aldrich Collection","remains",0
"Sligh Family Papers","remains",0
"Stanley M. Swinton papers, 1935-1985","remains",0
"the Albert Kahn Associates records, 1825-2014","remains",2
"the Barbara Bassett McIver papers","remains",0
"the Edward Nicholas and Dollie Ann Cole papers","remains",0
"the Grant Kohn Goodman research files","remains",0
"the Harold Dunbar Corbusier papers, 1883-1979","remains",0
"Theodore H. Hubbell Papers","remains",0
"Thomas Francis Papers","remains",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","remains",0
"Walker Lee Cisler Papers","remains",0
"Walter W. Marquardt Papers, 1896-1952","remains",0
"Wilfred B. Shaw Papers","remains",0
"Wright family papers, 1825-1938","remains",0
"WUOM Records, 1914-1982","remains",1
"American Citizens for Justice records","settlers",0
"Arthur H. Vandenberg Papers, 1884-1974","settlers",0
"Arthur J. Lacy Papers","settlers",0
"Blanchard Family Papers, ca. 1835-ca. 2000","settlers",0
"Charles A. Sink Papers, 1900-1996","settlers",0
"Charles W. Lane papers, 1935-1997","settlers",0
"Chase S. Osborn Papers","settlers",0
"David Wheeler Palmer and family papers, 1807-1982","settlers",0
"Dean C. Worcester Papers","settlers",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","settlers",0
"Department of History (University of Michigan) Senior Honors Theses","settlers",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","settlers",0
"Donald Maxwell Matthews photographs, 1924-1982","settlers",0
"Earl D. Babst papers, 1899-1967","settlers",0
"Edmond DeVine papers","settlers",0
"Edward Gajec Papers","settlers",0
"Eleanor M. Bumgardner papers, 1919-1967","settlers",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","settlers",0
"Eugene Gressman papers, 1935-1967","settlers",0
"Frank Murphy Papers, 1908-1949","settlers",0
"Frank R. Kennedy Papers","settlers",0
"Fred E. Benz motion picture collection, 1929-1950","settlers",0
"George A. Malcolm papers, 1896-1965","settlers",0
"George E. Bushnell papers, 1921-1965","settlers",0
"George Owen Squier Papers, 1883-1934","settlers",0
"Grant Kohn Goodman papers, 1943-1995","settlers",0
"Harry Burns Hutchins papers","settlers",1
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","settlers",0
"Hinsdale family papers, 1857-1963","settlers",0
"Hubbell Family Papers, 1859-1983","settlers",0
"Interlochen Center for The Arts Records, 1927-2005","settlers",0
"Irene Ellis Murphy papers, 1917-1984","settlers",0
"Ivan F. Duff papers, 1947-1994","settlers",0
"Jacob Ellsworth Reighard Papers","settlers",0
"James J. Blanchard Papers, 1982-2002","settlers",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","settlers",0
"John C. Early Papers","settlers",0
"John D. Dingell Papers","settlers",0
"Joseph Beal Steere Papers","settlers",0
"Joseph Ralston Hayden Papers","settlers",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","settlers",0
"Josephine Fellows Gomon papers, 1913-1975","settlers",0
"Junius E. Beal Papers","settlers",0
"Luce Philippine Project interviews, 1975-1980","settlers",0
"Manuel Luis Quezon papers, 1909-1944","settlers",0
"Marion L. Burton Papers","settlers",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","settlers",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","settlers",0
"Myron E. Wegman Papers, 1939-2004","settlers",0
"Netzorg Family Papers, late 1880s-2012","settlers",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","settlers",0
"Owen A. Tomlinson papers, 1899-1920","settlers",0
"Philip A. Hart Papers","settlers",0
"Richard Nims papers, 1880s-1990s","settlers",0
"Richard Schneidewind papers, 1899-1914","settlers",0
"Robert D. Aldrich Collection","settlers",1
"Sligh Family Papers","settlers",0
"Stanley M. Swinton papers, 1935-1985","settlers",0
"the Albert Kahn Associates records, 1825-2014","settlers",0
"the Barbara Bassett McIver papers","settlers",0
"the Edward Nicholas and Dollie Ann Cole papers","settlers",0
"the Grant Kohn Goodman research files","settlers",0
"the Harold Dunbar Corbusier papers, 1883-1979","settlers",0
"Theodore H. Hubbell Papers","settlers",0
"Thomas Francis Papers","settlers",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","settlers",0
"Walker Lee Cisler Papers","settlers",0
"Walter W. Marquardt Papers, 1896-1952","settlers",0
"Wilfred B. Shaw Papers","settlers",0
"Wright family papers, 1825-1938","settlers",0
"WUOM Records, 1914-1982","settlers",0
"American Citizens for Justice records","slavery",0
"Arthur H. Vandenberg Papers, 1884-1974","slavery",0
"Arthur J. Lacy Papers","slavery",0
"Blanchard Family Papers, ca. 1835-ca. 2000","slavery",0
"Charles A. Sink Papers, 1900-1996","slavery",0
"Charles W. Lane papers, 1935-1997","slavery",0
"Chase S. Osborn Papers","slavery",0
"David Wheeler Palmer and family papers, 1807-1982","slavery",0
"Dean C. Worcester Papers","slavery",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","slavery",0
"Department of History (University of Michigan) Senior Honors Theses","slavery",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","slavery",0
"Donald Maxwell Matthews photographs, 1924-1982","slavery",0
"Earl D. Babst papers, 1899-1967","slavery",0
"Edmond DeVine papers","slavery",0
"Edward Gajec Papers","slavery",0
"Eleanor M. Bumgardner papers, 1919-1967","slavery",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","slavery",0
"Eugene Gressman papers, 1935-1967","slavery",0
"Frank Murphy Papers, 1908-1949","slavery",0
"Frank R. Kennedy Papers","slavery",0
"Fred E. Benz motion picture collection, 1929-1950","slavery",0
"George A. Malcolm papers, 1896-1965","slavery",0
"George E. Bushnell papers, 1921-1965","slavery",0
"George Owen Squier Papers, 1883-1934","slavery",0
"Grant Kohn Goodman papers, 1943-1995","slavery",0
"Harry Burns Hutchins papers","slavery",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","slavery",0
"Hinsdale family papers, 1857-1963","slavery",0
"Hubbell Family Papers, 1859-1983","slavery",0
"Interlochen Center for The Arts Records, 1927-2005","slavery",0
"Irene Ellis Murphy papers, 1917-1984","slavery",0
"Ivan F. Duff papers, 1947-1994","slavery",0
"Jacob Ellsworth Reighard Papers","slavery",0
"James J. Blanchard Papers, 1982-2002","slavery",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","slavery",0
"John C. Early Papers","slavery",0
"John D. Dingell Papers","slavery",0
"Joseph Beal Steere Papers","slavery",0
"Joseph Ralston Hayden Papers","slavery",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","slavery",0
"Josephine Fellows Gomon papers, 1913-1975","slavery",0
"Junius E. Beal Papers","slavery",0
"Luce Philippine Project interviews, 1975-1980","slavery",0
"Manuel Luis Quezon papers, 1909-1944","slavery",0
"Marion L. Burton Papers","slavery",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","slavery",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","slavery",0
"Myron E. Wegman Papers, 1939-2004","slavery",0
"Netzorg Family Papers, late 1880s-2012","slavery",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","slavery",0
"Owen A. Tomlinson papers, 1899-1920","slavery",0
"Philip A. Hart Papers","slavery",0
"Richard Nims papers, 1880s-1990s","slavery",0
"Richard Schneidewind papers, 1899-1914","slavery",0
"Robert D. Aldrich Collection","slavery",0
"Sligh Family Papers","slavery",0
"Stanley M. Swinton papers, 1935-1985","slavery",0
"the Albert Kahn Associates records, 1825-2014","slavery",0
"the Barbara Bassett McIver papers","slavery",0
"the Edward Nicholas and Dollie Ann Cole papers","slavery",0
"the Grant Kohn Goodman research files","slavery",1
"the Harold Dunbar Corbusier papers, 1883-1979","slavery",0
"Theodore H. Hubbell Papers","slavery",0
"Thomas Francis Papers","slavery",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","slavery",0
"Walker Lee Cisler Papers","slavery",0
"Walter W. Marquardt Papers, 1896-1952","slavery",0
"Wilfred B. Shaw Papers","slavery",0
"Wright family papers, 1825-1938","slavery",0
"WUOM Records, 1914-1982","slavery",0
"American Citizens for Justice records","territory",0
"Arthur H. Vandenberg Papers, 1884-1974","territory",0
"Arthur J. Lacy Papers","territory",0
"Blanchard Family Papers, ca. 1835-ca. 2000","territory",0
"Charles A. Sink Papers, 1900-1996","territory",0
"Charles W. Lane papers, 1935-1997","territory",0
"Chase S. Osborn Papers","territory",0
"David Wheeler Palmer and family papers, 1807-1982","territory",0
"Dean C. Worcester Papers","territory",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","territory",0
"Department of History (University of Michigan) Senior Honors Theses","territory",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","territory",0
"Donald Maxwell Matthews photographs, 1924-1982","territory",0
"Earl D. Babst papers, 1899-1967","territory",0
"Edmond DeVine papers","territory",0
